,A1,A10,A2,A3,A4,A5,A6,A7,A8,A9,C1,C10,C2,C3,C4,C5,C6,C7,C8,C9,E1,E10,E2,E3,E4,E5,E6,E7,E8,E9,N1,N10,N2,N3,N4,N5,N6,N7,N8,N9,O1,O10,O2,O3,O4,O5,O6,O7,O8,O9,age,country,engnat,gender,hand,race,source
1629,3,3,4,1,3,3,3,2,3,3,3,4,2,3,2,3,2,2,1,3,3,1,1,5,1,4,1,4,1,4,3,1,3,3,1,3,2,2,1,3,3,3,2,3,3,3,1,4,1,2,17,US,1,1,1,3,5
1630,2,4,3,1,5,1,4,2,4,3,4,3,2,5,1,2,3,4,3,2,3,4,4,4,3,4,2,4,4,2,3,3,4,3,1,3,2,2,2,3,2,3,1,4,1,4,2,3,2,5,16,US,1,2,1,1,5
1631,4,5,3,3,4,3,3,3,4,3,4,3,1,4,2,3,2,4,3,3,5,4,1,4,5,5,1,4,3,2,2,1,3,3,2,3,3,3,1,5,3,5,2,3,3,5,3,4,3,3,16,US,1,2,1,13,5
1632,4,3,5,3,3,3,3,3,2,3,2,3,4,3,2,3,4,4,4,3,4,3,1,5,1,5,1,3,2,4,3,4,3,3,5,3,2,2,1,3,1,4,1,5,1,4,1,3,2,2,17,US,2,1,1,5,5
1633,4,5,4,2,4,2,4,2,4,4,5,5,1,4,3,3,2,5,3,5,3,5,1,5,3,4,2,4,5,1,3,2,3,4,2,3,3,3,3,3,3,5,3,4,3,5,2,4,2,4,17,US,1,2,1,13,5
1634,1,4,4,2,5,2,4,2,4,4,5,5,2,5,3,2,3,5,2,4,2,3,3,4,3,4,2,2,3,3,4,2,3,5,4,2,2,3,3,3,4,4,2,3,2,4,3,4,2,4,17,US,1,2,1,3,5
1635,5,5,5,5,1,1,1,5,5,1,1,1,1,5,5,1,1,1,1,1,5,1,1,5,1,5,1,5,1,5,1,1,5,1,1,1,1,5,5,5,5,5,1,5,1,5,1,5,1,1,18,US,2,1,1,1,5
1636,4,2,4,2,3,3,4,2,2,3,4,2,2,3,3,2,4,2,2,4,4,2,3,4,3,3,4,4,3,4,4,2,3,3,3,4,3,4,3,4,3,3,3,3,3,4,1,3,3,3,15,US,1,1,1,9,5
1637,1,5,5,1,5,1,5,1,5,5,5,5,1,5,2,1,1,5,1,5,4,1,1,5,1,4,1,5,1,5,3,1,4,3,3,1,3,1,1,2,5,5,1,5,1,4,1,5,3,5,16,US,1,2,1,3,5
1638,3,3,2,3,1,3,3,4,5,3,4,3,4,3,3,5,4,3,3,4,3,4,4,4,1,5,3,3,3,2,2,2,2,2,1,4,4,4,4,3,1,2,3,1,2,4,4,3,1,3,16,US,1,2,1,1,5
1639,3,2,3,4,3,2,4,3,4,3,1,3,3,3,3,1,4,3,3,2,2,2,2,4,2,4,2,3,2,3,2,3,4,2,2,3,2,2,2,3,3,4,2,3,2,4,2,4,2,3,16,US,1,1,2,3,5
1640,5,3,5,2,5,1,1,1,3,5,5,4,1,5,1,3,3,3,3,2,4,1,1,5,1,4,1,5,1,4,2,1,5,3,5,5,2,4,4,4,3,5,2,4,2,5,1,4,2,3,16,US,2,2,1,13,5
1641,5,5,1,1,5,1,5,1,5,5,5,5,1,5,1,5,1,1,1,1,4,5,5,5,5,3,5,5,5,1,5,1,3,5,5,5,3,5,3,5,1,3,4,3,2,3,1,4,3,5,17,US,1,2,1,5,5
1642,5,4,3,2,5,2,5,2,4,2,3,2,5,3,1,2,5,2,2,2,3,3,4,4,2,4,3,3,2,4,4,1,3,4,1,5,1,1,1,1,4,3,1,4,4,4,2,3,2,5,16,US,1,1,1,13,5
1643,2,3,3,1,4,3,5,3,5,5,4,3,1,5,1,5,2,5,4,5,5,1,2,5,3,5,3,5,5,5,5,2,1,5,2,5,5,3,2,5,3,5,1,3,1,5,1,5,1,3,17,US,1,2,1,5,5
1644,1,5,3,2,4,3,5,2,4,4,2,3,1,5,1,2,3,3,3,3,4,4,1,3,2,4,2,4,3,3,2,2,4,2,3,3,3,5,3,3,3,5,1,5,1,5,1,4,2,4,17,US,1,2,1,1,5
1645,2,2,3,1,3,2,4,3,3,3,4,4,2,4,3,3,1,4,4,2,1,5,1,2,5,1,3,1,5,1,2,1,4,2,4,4,1,2,1,1,5,4,2,5,2,3,1,4,3,2,16,US,1,2,1,3,5
1646,4,3,2,2,2,4,4,4,2,1,3,3,4,2,4,1,4,2,4,1,3,5,3,2,3,3,3,3,4,1,5,5,3,4,5,2,4,5,5,3,3,5,4,5,2,4,1,3,2,4,15,US,1,2,1,3,2
1647,2,4,3,3,3,2,4,3,3,3,3,4,3,3,3,4,2,5,3,4,3,4,3,3,3,4,2,3,2,4,3,4,3,4,2,3,3,3,3,4,3,4,4,3,3,3,3,4,3,4,20,PH,2,2,1,11,1
1648,4,4,5,2,3,2,1,1,4,5,5,5,1,3,1,5,4,3,3,5,4,2,1,5,1,5,1,5,1,4,2,1,2,4,1,2,2,3,1,3,4,5,2,5,1,4,1,4,2,5,14,US,1,2,1,13,5
1649,4,3,3,1,3,3,3,3,3,4,3,3,3,4,2,5,4,4,2,3,3,5,5,2,3,4,4,2,5,4,2,2,4,3,2,2,2,3,1,4,2,5,3,3,3,3,3,3,1,2,16,US,2,1,1,11,5
1650,3,1,1,1,2,4,4,5,2,1,2,2,4,4,4,2,4,3,3,2,1,5,5,1,5,1,5,1,5,1,5,4,1,5,4,3,5,5,5,4,2,1,2,5,2,1,2,4,2,5,15,US,1,2,1,3,5
1651,1,3,5,1,4,2,3,1,2,4,3,4,1,5,1,3,1,3,2,3,3,2,1,5,1,4,1,3,1,5,1,1,3,2,5,1,1,1,1,2,3,5,3,4,3,4,1,3,1,2,15,US,1,1,1,6,5
1652,1,3,5,2,4,2,1,1,4,4,2,3,5,5,2,1,5,3,4,1,3,4,2,3,3,4,2,5,4,4,3,3,4,3,2,3,4,3,3,3,4,5,2,5,2,4,1,4,3,5,21,GB,1,2,1,3,2
1653,2,5,2,2,4,4,5,5,4,5,2,4,3,4,4,3,4,3,5,3,1,5,3,2,3,2,5,1,3,4,4,3,4,5,5,4,5,5,4,5,1,3,4,3,5,3,1,5,1,5,19,PH,2,2,1,13,2
1654,2,4,5,1,4,2,3,2,5,5,5,4,3,5,1,5,1,5,3,5,3,2,1,5,3,5,2,5,3,5,5,3,2,5,3,3,5,5,4,5,4,4,1,3,3,4,1,5,1,5,21,US,1,2,1,3,1
1655,4,5,1,4,1,5,1,5,1,2,2,4,5,3,4,5,3,2,4,4,1,5,1,2,5,1,4,1,5,3,1,3,5,4,2,4,1,4,2,5,5,2,3,2,3,3,4,4,5,4,13,GB,1,2,1,3,1
1656,1,5,5,1,5,1,5,1,5,5,3,3,5,5,3,3,5,3,1,5,5,5,1,5,3,5,1,4,1,5,5,2,5,5,5,5,4,5,5,5,5,5,3,5,1,5,1,5,5,5,16,US,1,1,1,6,5
1657,2,4,4,2,2,2,4,1,4,2,2,3,1,2,2,3,2,5,1,4,1,5,3,2,3,2,2,2,5,2,5,4,1,5,1,2,1,4,2,2,4,2,4,4,3,2,4,5,3,5,39,US,1,1,2,3,1
1658,5,2,4,1,4,2,5,1,4,5,4,4,3,3,2,3,1,5,3,2,3,2,3,3,3,4,4,3,3,5,2,2,3,2,3,2,3,4,3,2,2,3,4,2,2,3,2,4,1,2,21,OM,2,2,1,13,1
1659,4,2,3,1,2,4,3,4,3,3,3,4,4,5,4,2,4,5,1,4,1,5,4,3,4,2,4,1,4,3,5,4,3,5,2,4,4,4,4,4,4,3,2,3,2,4,3,4,4,3,22,SG,1,2,2,11,1
1660,1,3,5,1,5,1,5,1,5,3,3,3,1,5,1,2,1,5,3,1,3,3,4,3,3,5,1,5,5,3,2,2,2,3,3,4,5,5,4,4,5,5,1,5,1,5,1,5,3,3,30,NO,2,1,1,5,5
1661,2,3,3,3,5,3,3,2,4,3,2,3,3,3,3,1,4,2,5,2,4,5,3,3,4,3,3,2,4,2,4,4,4,4,3,4,5,5,5,5,3,3,3,5,3,3,2,4,3,4,15,US,1,2,1,3,1
1662,1,3,5,1,5,1,5,1,5,5,4,5,1,5,1,4,1,3,1,3,2,3,5,3,5,3,3,3,5,1,2,1,3,5,5,2,1,1,1,1,3,5,3,5,1,3,1,5,3,5,59,US,1,2,1,3,1
1663,4,5,5,3,4,1,4,2,5,4,3,5,5,5,1,3,1,5,1,4,4,5,4,3,5,5,3,3,4,2,4,1,5,4,5,2,3,1,1,2,5,5,1,5,1,5,1,4,4,5,33,US,2,1,1,3,1
1664,3,3,3,3,4,3,3,3,3,3,3,3,1,3,3,1,3,2,1,2,5,4,5,3,3,4,4,5,4,5,1,3,5,3,3,4,1,3,2,2,5,4,5,5,3,3,1,2,3,1,23,IE,1,1,1,6,1
1665,5,4,5,1,5,5,5,1,5,5,4,5,3,4,1,3,3,4,1,5,3,3,2,5,3,3,1,4,4,3,4,1,3,4,5,1,1,2,2,3,4,5,1,5,1,4,1,5,4,5,37,CA,1,2,1,1,5
1666,5,5,4,1,5,1,5,2,4,4,4,3,2,3,2,2,1,5,1,4,3,4,2,4,5,3,2,2,3,4,5,5,5,5,2,5,2,4,3,5,4,2,5,5,3,3,2,5,2,2,21,IN,2,2,1,13,1
1667,1,5,5,1,5,2,5,4,4,5,4,5,1,5,3,5,3,4,2,4,5,2,2,5,2,5,2,4,1,5,5,4,3,5,1,3,3,2,3,4,4,4,4,5,1,5,1,5,3,4,26,IN,2,2,1,4,1
1668,2,3,3,3,3,2,4,2,4,4,3,4,2,3,2,2,2,4,2,4,4,5,2,3,3,4,3,3,4,2,4,2,4,4,4,5,4,4,3,4,3,4,3,4,2,4,1,3,2,3,14,US,1,1,1,1,1
1669,4,4,2,4,2,4,2,4,4,4,5,5,2,5,2,3,2,5,3,4,2,5,4,3,4,3,5,1,4,2,1,2,4,3,4,1,2,4,3,5,4,4,1,4,3,5,4,4,3,5,18,US,1,1,3,1,5
1670,5,5,5,5,1,4,3,2,1,4,2,4,4,5,5,1,5,3,5,1,5,5,3,5,3,1,1,1,3,5,4,5,1,3,2,5,3,5,5,5,5,5,1,5,5,5,2,3,5,5,19,GB,1,2,1,4,1
1671,5,4,4,1,5,1,4,4,5,5,3,4,5,5,3,4,5,5,2,4,1,3,2,4,3,3,2,2,5,1,4,4,3,5,4,4,5,5,5,5,5,5,2,5,1,4,1,4,5,5,13,ES,2,2,1,3,1
1672,1,4,5,4,5,2,5,1,4,4,4,3,4,4,3,2,4,3,3,4,4,2,1,5,1,5,1,5,1,5,4,2,3,5,3,3,4,3,3,4,5,4,1,4,1,3,1,4,5,4,21,US,1,1,1,3,1
1673,1,5,5,2,5,1,5,1,5,4,3,4,3,4,3,3,2,5,2,5,1,4,1,5,3,5,1,1,5,2,3,3,2,5,1,3,3,3,2,3,4,5,2,5,3,4,1,4,2,5,19,US,1,2,1,1,2
1674,1,4,5,1,4,2,5,1,4,4,4,4,5,2,2,1,5,4,3,4,3,4,3,4,3,4,1,4,5,3,2,2,4,4,2,5,3,2,2,2,2,4,3,4,1,3,2,3,1,2,24,US,1,2,1,3,1
1675,1,4,5,1,5,1,5,1,5,5,3,4,3,3,2,3,1,5,4,4,3,3,1,3,2,5,1,5,4,2,3,2,2,4,2,1,2,2,2,1,2,4,3,4,2,2,1,5,1,3,34,US,1,2,1,4,1
1676,1,4,5,2,4,2,3,1,4,3,2,3,2,4,3,3,2,4,2,3,3,2,3,3,3,3,3,4,3,4,4,2,3,3,4,3,2,3,2,2,5,5,1,5,1,4,1,3,5,4,30,US,1,2,1,1,1
1677,1,4,5,2,5,1,5,1,5,5,3,3,2,3,2,3,2,4,2,3,4,1,1,4,2,4,1,4,3,4,4,3,3,4,2,3,3,2,2,3,3,5,2,5,1,4,1,4,3,3,37,US,1,2,1,0,1
1678,3,4,2,3,3,3,2,2,3,3,3,3,5,3,5,3,4,3,3,4,4,3,1,5,2,5,2,5,2,5,3,1,3,2,2,4,4,3,4,4,4,5,1,5,1,5,1,5,4,3,31,US,1,2,1,1,5
1679,1,4,4,2,5,2,5,2,5,4,3,3,5,4,3,1,5,4,3,3,3,2,1,3,3,3,1,3,4,3,5,5,2,5,1,4,4,5,4,4,5,5,1,5,2,5,1,5,5,5,30,US,1,2,1,3,3
1680,2,4,4,5,4,4,1,3,3,5,5,5,1,5,1,2,1,5,2,4,3,4,4,4,3,3,2,2,4,4,3,2,4,4,3,4,4,4,2,5,5,3,2,4,4,5,2,5,4,5,47,US,1,2,1,3,3
1681,1,4,5,1,4,3,3,2,4,3,4,4,2,4,2,4,1,3,1,4,4,3,2,5,3,5,2,5,3,5,3,2,4,4,4,2,2,3,2,2,4,4,2,4,2,4,2,4,3,4,24,US,2,2,1,11,5
1682,1,4,5,4,4,2,5,2,4,4,3,4,5,4,2,3,5,4,3,4,4,5,2,5,3,4,1,5,3,5,3,1,4,3,3,1,3,5,2,4,3,3,2,4,1,5,1,5,4,5,21,US,1,1,1,3,1
1683,1,4,4,2,4,1,3,1,5,5,2,4,3,4,2,3,3,2,3,2,4,1,1,5,1,5,1,5,1,5,4,3,2,4,4,4,3,4,3,4,3,5,2,5,1,4,1,3,2,4,19,CA,1,2,1,6,1
1684,5,2,5,4,3,1,5,1,4,5,3,5,3,5,4,4,3,3,2,2,4,3,1,5,1,5,1,5,3,3,1,5,2,5,1,3,1,1,1,3,2,4,1,4,1,4,1,5,3,5,18,EG,2,1,1,6,2
1685,1,5,5,3,4,2,4,1,5,4,3,3,4,4,2,4,1,4,2,2,5,1,1,5,1,5,1,5,1,4,2,1,4,4,4,2,2,2,1,1,5,5,2,5,1,4,1,5,5,4,26,US,1,2,1,3,1
1686,1,2,1,3,3,5,3,5,3,1,1,1,1,4,3,3,3,5,3,5,1,3,3,1,3,3,3,1,4,1,4,3,1,5,1,5,3,3,3,4,4,3,1,5,3,3,1,3,3,3,21,RU,2,1,1,13,1
1687,1,3,4,2,5,1,5,2,3,4,4,3,4,4,3,2,4,3,3,4,1,3,2,1,4,3,3,2,3,3,5,5,1,5,1,5,5,5,5,5,5,5,3,5,3,5,1,5,5,5,42,US,1,2,1,3,1
1688,1,5,5,3,5,1,5,1,5,5,3,2,3,4,4,2,5,4,1,3,3,5,2,3,4,3,4,1,5,2,3,2,3,5,3,4,3,3,1,3,5,5,1,5,1,5,1,4,2,5,33,US,1,2,1,3,3
1689,3,2,3,3,3,4,2,4,3,2,4,3,4,4,2,2,4,5,4,4,2,5,4,2,5,3,4,2,5,2,2,3,5,2,2,2,2,2,2,3,4,3,3,5,3,3,2,4,3,4,17,US,1,2,1,11,1
1690,1,3,3,1,4,2,4,1,3,4,4,4,4,4,4,2,2,3,1,3,1,4,3,2,4,3,2,1,4,1,5,5,1,5,1,3,5,3,3,4,4,4,1,4,1,4,2,5,5,4,44,US,1,2,1,3,2
1691,2,3,4,1,3,3,4,1,2,3,2,1,3,5,1,5,3,4,1,4,3,2,2,5,2,4,1,4,2,4,3,1,4,5,4,4,1,2,1,2,3,3,1,5,1,3,1,3,1,4,26,NO,2,2,1,3,2
1692,1,3,5,1,5,2,4,1,2,5,4,5,2,4,1,3,2,4,1,5,1,3,1,5,2,4,1,3,1,5,1,2,4,4,5,2,2,2,2,2,5,5,1,5,1,5,1,5,5,4,41,DE,1,1,1,3,1
1693,1,3,2,3,5,2,3,3,5,4,1,3,3,5,5,1,1,5,3,1,1,5,5,2,5,3,5,1,5,1,5,4,1,5,5,5,4,5,5,5,4,4,3,4,3,3,1,4,3,5,23,EG,2,1,1,6,2
1694,1,5,5,4,5,1,4,1,5,5,2,2,5,4,4,1,1,5,4,2,4,2,2,4,1,5,1,4,2,5,5,4,3,4,1,3,5,5,5,3,5,4,1,4,1,5,2,5,5,2,22,US,1,2,1,0,1
1695,2,5,5,1,5,5,3,1,5,5,4,5,3,4,1,4,2,1,2,3,3,4,3,3,4,4,1,3,2,5,3,2,3,4,3,4,3,4,1,1,4,5,1,5,1,5,1,4,4,5,22,US,1,2,1,1,1
1696,4,3,4,4,3,3,2,3,2,4,3,3,3,3,2,3,2,4,3,3,2,4,2,3,4,4,1,2,4,4,3,5,2,4,1,3,3,3,4,4,5,5,1,5,5,4,1,4,5,5,68,US,1,1,1,3,2
1697,4,5,1,4,1,5,1,5,5,1,5,5,1,5,1,5,1,5,5,5,3,1,1,5,1,5,1,5,1,5,5,1,1,5,1,5,5,3,1,5,5,5,1,5,1,5,1,5,5,5,18,US,1,2,1,13,1
1698,2,2,2,4,4,4,3,4,1,1,4,5,3,4,4,1,2,3,4,4,1,5,3,2,4,1,2,1,4,2,5,4,3,5,2,2,4,2,2,3,3,5,1,5,1,4,1,4,4,5,32,CA,1,1,1,3,2
1699,1,5,5,1,4,1,3,1,5,5,2,5,2,4,3,2,2,3,1,3,1,5,5,2,5,1,2,1,5,1,2,1,4,3,2,1,1,2,1,2,5,2,1,3,1,1,3,2,4,4,18,US,1,2,1,1,2
1700,1,4,4,1,5,1,4,4,4,3,2,3,3,3,4,3,3,1,3,3,1,5,4,2,5,2,4,2,5,2,3,5,3,4,1,4,3,4,4,3,4,3,2,5,3,3,1,4,3,4,18,GB,1,2,1,13,1
1701,1,5,4,3,4,3,4,2,3,4,4,4,1,5,2,2,1,4,2,4,2,5,3,2,3,2,4,2,3,2,3,4,4,4,2,1,3,1,1,4,4,5,2,5,4,4,1,5,4,5,17,CA,1,2,1,3,1
1702,5,4,5,5,3,3,1,3,4,5,4,3,1,5,2,3,1,4,3,4,1,1,3,5,1,5,2,5,3,5,2,1,5,5,1,2,2,1,1,1,5,5,1,5,1,3,1,5,4,5,27,FR,2,1,1,3,1
1703,3,4,5,3,4,2,1,2,3,4,1,5,5,4,5,1,5,3,4,2,2,4,4,4,4,4,3,1,4,4,3,2,5,1,3,3,1,1,1,3,4,3,1,3,4,3,2,4,4,1,32,DE,2,1,1,3,1
1704,1,4,3,2,5,2,5,3,3,4,3,3,1,4,3,2,2,4,2,1,1,5,2,2,5,1,4,1,5,3,2,3,3,5,3,4,3,5,5,4,3,4,2,5,2,4,2,4,2,4,19,AE,2,1,1,5,1
1705,1,4,4,4,4,2,4,2,4,5,2,4,4,2,2,2,1,2,2,4,5,2,1,5,2,5,2,5,1,5,4,2,2,4,2,2,2,2,4,2,2,5,4,4,2,4,4,4,1,4,16,CA,1,2,1,13,1
1706,2,1,3,1,3,2,2,3,3,2,4,1,4,4,1,3,2,2,2,2,3,4,3,3,3,2,2,3,2,4,2,4,4,5,2,2,1,3,3,3,4,5,5,5,3,5,1,3,4,3,50,GB,1,1,1,3,1
1707,1,5,3,2,5,1,4,1,5,4,3,4,5,4,2,2,5,4,3,3,3,2,3,3,4,4,2,5,4,3,5,4,3,4,2,2,3,4,4,5,3,5,2,5,1,5,1,4,4,5,35,GB,1,1,1,3,1
1708,3,3,4,2,2,2,3,3,2,3,2,4,4,4,2,1,4,3,4,2,2,5,4,3,4,1,4,1,4,3,3,4,3,5,2,4,3,5,4,4,4,4,1,2,1,4,4,5,3,5,39,NL,1,1,1,3,2
1709,4,2,1,5,1,4,5,4,3,1,1,3,5,5,5,1,4,3,3,1,1,3,3,1,5,2,3,1,5,2,5,3,2,3,3,1,1,3,3,5,5,4,3,4,3,3,2,5,5,5,18,GB,1,2,1,3,1
1710,1,5,4,3,5,1,5,1,5,5,3,5,5,4,5,3,3,5,2,3,2,2,2,1,2,4,1,3,4,4,5,5,1,5,1,4,5,5,5,5,5,5,1,5,1,5,1,5,5,5,20,US,1,2,1,3,1
1711,5,3,4,2,4,2,5,3,4,4,3,4,4,5,2,2,5,2,1,4,1,4,1,4,3,3,1,2,4,4,2,1,3,5,1,2,1,2,2,5,1,4,3,5,4,4,5,4,1,5,22,IN,2,2,1,13,1
1712,3,5,5,4,4,2,3,1,3,3,3,5,2,5,2,1,2,5,3,5,1,5,5,1,5,1,4,1,1,1,4,4,1,5,2,2,3,5,4,5,5,4,2,5,3,5,2,5,5,5,15,GB,1,2,1,3,1
1713,1,5,5,1,5,1,5,1,5,5,5,5,5,5,1,5,1,5,1,5,5,1,1,5,1,5,1,5,1,5,1,1,5,1,5,1,1,1,1,1,5,5,1,1,1,5,1,5,5,5,37,PH,2,1,1,11,1
1714,1,3,4,1,5,1,4,2,4,4,4,4,2,5,2,4,1,4,2,5,1,5,4,3,4,4,2,1,4,2,4,4,2,5,2,4,3,2,2,2,4,2,2,5,2,2,2,3,2,5,43,CA,1,2,1,3,2
1715,1,5,5,2,5,1,5,1,4,5,5,3,5,5,3,1,2,5,3,3,5,1,1,5,1,5,1,5,3,5,4,3,4,5,3,5,2,1,1,3,5,5,1,5,1,5,1,3,5,5,20,CA,1,1,1,13,1
1716,2,3,5,1,5,1,5,1,3,3,2,3,4,4,4,1,4,3,4,3,1,5,5,1,5,1,5,1,5,1,5,5,2,5,1,3,5,5,5,5,4,5,4,5,1,4,1,4,4,5,26,US,1,2,1,3,1
1717,1,3,4,3,4,1,2,1,4,5,3,3,4,4,2,3,3,4,2,4,4,2,1,4,2,5,1,4,2,5,4,2,5,4,5,2,3,4,3,3,3,5,2,4,2,4,1,4,3,3,16,CA,1,2,1,6,1
1718,1,5,4,4,3,3,5,1,4,5,3,3,4,2,2,4,4,5,3,3,3,4,2,3,3,5,3,4,5,3,4,3,3,4,3,4,5,5,4,3,3,3,3,2,4,3,5,3,1,4,26,CA,1,2,1,3,1
1719,4,4,3,1,4,3,3,3,3,4,3,3,2,4,3,2,3,3,4,3,3,3,3,4,3,3,2,3,3,2,4,4,2,4,2,4,4,3,4,4,4,4,1,4,3,4,2,4,4,4,53,US,1,1,3,3,2
1720,1,3,5,2,5,2,3,1,4,4,4,4,5,1,4,1,1,4,1,3,2,4,4,2,5,2,2,1,5,1,2,2,5,1,2,1,2,2,1,3,5,4,1,5,1,4,1,5,5,5,20,US,1,2,1,3,2
1721,2,4,4,3,4,2,4,2,5,4,3,2,3,4,3,2,2,3,4,3,3,5,4,2,3,4,4,2,3,3,4,4,2,4,2,4,4,4,4,4,4,4,2,4,2,4,2,3,4,5,20,US,1,1,1,3,1
1722,4,1,2,5,1,4,3,5,4,3,3,2,1,5,3,1,2,3,4,1,2,5,5,1,4,1,5,1,3,2,1,3,2,2,2,1,1,2,1,4,5,4,1,3,1,3,2,5,5,4,16,US,1,2,3,13,1
1723,1,3,4,4,5,2,5,4,5,5,3,3,4,2,5,1,5,3,2,3,2,5,3,3,4,3,3,4,3,2,5,5,2,5,1,4,5,5,5,5,4,4,2,5,1,5,1,4,4,4,17,US,1,1,2,3,1
1724,2,4,4,2,4,2,4,2,4,4,2,4,4,4,2,2,4,2,4,2,3,3,2,4,4,4,2,4,4,2,4,4,3,4,2,3,4,4,4,3,4,4,2,4,2,2,2,4,4,4,20,US,1,1,1,3,1
1725,2,2,4,1,5,4,4,2,3,4,1,3,1,5,3,2,1,3,4,2,1,5,4,1,5,1,4,1,5,1,5,5,2,5,1,1,4,2,3,4,2,4,2,5,1,2,1,4,3,5,22,US,1,2,2,6,1
1726,1,4,5,1,5,2,4,1,4,4,5,5,2,5,1,4,1,4,1,4,3,1,1,5,1,5,1,5,1,5,1,1,4,3,5,1,2,1,1,2,5,5,1,5,1,5,1,5,5,5,40,SE,2,1,1,3,1
1727,1,5,5,1,4,1,5,1,5,4,3,5,2,4,2,3,3,5,1,5,1,4,3,4,3,4,2,2,5,1,2,1,5,2,5,2,2,1,1,2,3,5,4,3,3,4,1,5,1,5,38,JP,2,1,1,12,1
1728,1,5,5,4,5,3,4,1,4,5,4,2,3,1,1,4,2,5,1,5,5,1,1,5,2,5,2,5,3,5,3,2,2,3,4,2,1,2,3,5,5,4,5,5,3,5,1,5,5,2,24,US,1,2,1,3,1
1729,1,5,5,1,5,1,4,1,5,5,4,4,3,4,1,4,2,4,1,4,4,2,1,5,2,5,1,5,3,3,3,2,2,3,2,3,2,3,3,3,5,5,1,4,1,5,1,4,4,5,60,US,1,2,1,3,1
1730,1,3,4,1,4,1,2,3,3,4,4,3,2,4,1,3,2,4,2,3,1,5,3,3,2,3,2,2,2,3,3,1,4,3,3,3,2,2,2,1,5,5,1,5,1,5,1,5,4,4,13,CA,1,2,1,3,5
1731,1,4,5,1,5,1,4,2,4,5,3,3,4,4,3,2,2,4,2,3,4,2,2,5,2,5,2,4,1,5,2,2,4,3,4,3,2,3,2,4,5,5,1,5,1,5,1,5,5,5,17,GB,1,1,1,3,1
1732,1,3,3,2,4,2,5,2,4,4,3,3,1,3,2,3,2,4,3,2,2,5,5,3,5,2,5,2,4,3,3,3,4,4,3,4,4,2,2,3,2,2,3,3,3,3,2,4,1,2,15,EG,2,1,1,6,2
1733,1,5,5,5,5,1,5,1,5,5,5,5,5,5,3,3,5,5,2,1,5,2,3,5,1,5,2,5,2,5,2,5,5,5,1,5,5,5,5,5,5,5,1,5,1,5,1,5,5,5,15,IE,2,2,1,4,1
1734,2,3,4,2,4,2,4,2,4,4,4,4,2,4,2,4,2,5,2,4,3,4,4,4,4,4,2,2,4,2,2,4,4,4,2,2,2,2,2,2,4,4,2,4,2,4,2,4,4,4,22,US,1,1,1,3,2
1735,5,3,5,3,4,3,5,1,3,4,4,5,3,5,5,4,3,3,3,3,5,1,1,5,5,5,1,5,3,5,1,4,5,5,5,1,1,4,3,1,4,5,1,5,1,5,1,5,4,2,16,EG,2,2,1,5,5
1736,3,3,4,2,3,3,2,2,3,4,2,3,4,3,1,1,5,2,4,3,2,4,3,4,2,3,2,3,2,5,4,1,4,4,4,2,3,2,2,4,4,4,1,5,2,4,1,5,5,2,15,US,1,2,1,3,1
1737,1,3,4,1,5,3,5,2,5,5,2,3,1,5,5,2,5,5,5,2,3,5,4,1,5,3,4,5,5,1,5,5,1,5,5,4,4,5,5,5,5,3,1,5,3,3,2,5,5,5,23,GB,1,2,1,3,1
1738,2,3,5,2,4,2,5,1,5,4,4,4,2,4,3,2,5,4,2,5,2,5,4,3,4,2,4,1,5,1,4,2,3,5,4,4,4,3,2,4,5,4,3,4,3,4,3,5,4,5,19,NZ,1,2,2,3,2
1739,4,3,2,2,3,4,4,5,4,4,5,3,1,4,3,4,4,4,4,4,2,5,5,3,5,2,4,1,5,1,4,1,4,4,5,5,2,3,4,3,4,4,2,5,1,4,1,4,4,5,20,DE,2,1,1,3,1
1740,1,3,5,1,5,2,5,1,5,3,4,1,2,3,1,3,2,5,1,5,3,3,5,5,5,4,2,4,5,2,1,1,4,5,2,2,1,2,1,1,4,3,3,3,3,4,2,3,3,5,40,US,2,2,1,11,5
1741,1,4,3,1,5,2,5,2,5,5,4,4,2,5,2,2,1,4,4,2,1,3,2,3,3,4,3,4,3,4,4,4,2,5,3,4,3,4,4,5,5,5,3,5,1,5,1,5,4,5,22,DK,2,1,1,3,1
1742,1,3,5,1,5,1,3,1,4,5,4,5,2,4,1,4,1,4,1,4,1,4,2,4,2,3,4,2,2,4,3,1,3,4,2,1,3,1,2,2,5,5,1,4,1,5,1,5,4,5,74,US,1,1,1,3,2
1743,1,3,5,3,5,2,3,2,3,4,4,4,5,5,3,2,5,3,1,2,3,3,1,4,2,5,1,4,3,4,4,4,2,5,2,4,5,3,3,3,4,5,2,5,2,4,1,5,3,4,37,US,1,2,1,3,1
1744,2,3,4,2,4,2,5,2,4,3,3,2,5,3,5,1,5,4,3,2,1,5,1,4,4,3,4,2,5,1,3,3,3,5,2,4,5,4,3,5,4,3,2,5,2,3,1,3,4,4,57,US,1,2,1,3,5
1745,1,2,3,1,1,3,4,3,4,1,5,5,2,5,1,5,1,5,1,5,1,4,3,3,3,3,3,1,3,3,2,1,5,2,5,1,3,1,1,4,5,5,1,5,1,5,1,5,4,5,41,AU,1,2,1,3,2
