,A1,A10,A2,A3,A4,A5,A6,A7,A8,A9,C1,C10,C2,C3,C4,C5,C6,C7,C8,C9,E1,E10,E2,E3,E4,E5,E6,E7,E8,E9,N1,N10,N2,N3,N4,N5,N6,N7,N8,N9,O1,O10,O2,O3,O4,O5,O6,O7,O8,O9,age,country,engnat,gender,hand,race,source
17064,3,2,2,3,3,3,3,4,3,2,2,2,3,4,3,1,4,4,5,4,3,5,4,4,4,2,3,1,4,3,5,3,2,5,2,4,4,3,3,3,5,3,2,5,2,3,1,3,5,3,16,GB,1,2,1,3,2
17065,2,5,4,3,4,3,4,2,4,3,3,3,3,4,2,2,2,3,2,4,5,3,1,5,3,4,3,4,3,5,3,1,3,4,2,3,3,3,3,3,4,4,3,4,3,4,1,4,4,5,20,US,1,1,2,3,2
17066,1,5,4,2,5,1,5,1,4,5,4,3,4,1,4,2,4,5,4,5,3,4,1,4,3,5,1,3,3,2,5,4,2,5,4,5,5,5,5,5,3,4,3,5,3,4,1,4,1,5,18,US,2,2,1,13,5
17067,3,4,5,4,4,2,4,1,4,5,2,3,3,5,4,1,4,4,3,3,4,3,4,3,3,5,2,4,3,5,3,3,3,5,1,4,4,4,3,4,5,5,1,5,3,5,1,5,5,4,18,TR,2,2,1,3,1
17068,1,4,4,2,5,1,4,1,5,5,4,4,2,5,5,2,4,3,3,4,4,4,3,3,3,4,1,4,3,3,5,5,3,5,1,4,5,5,5,5,4,3,3,5,3,3,1,3,3,5,17,US,1,2,1,3,5
17069,4,3,4,2,4,2,4,2,4,4,3,3,4,4,2,4,2,4,3,4,2,3,2,4,2,4,2,3,3,3,2,2,4,4,4,2,2,2,2,2,3,3,2,3,2,3,3,3,3,3,17,US,1,2,1,5,5
17070,1,5,5,1,5,1,5,1,5,5,4,4,2,3,2,4,2,4,2,4,2,4,3,3,3,3,2,2,5,2,5,3,2,5,2,5,2,1,1,1,2,2,4,3,3,3,1,4,1,3,17,US,1,2,1,5,5
17071,1,3,4,1,4,2,5,2,4,4,5,4,4,5,3,1,1,5,2,4,2,4,2,1,4,4,2,2,5,1,2,2,4,4,1,2,2,2,1,2,1,4,1,4,3,4,2,5,2,2,16,US,1,1,1,8,5
17072,1,3,5,1,4,2,5,1,5,4,3,3,2,4,4,3,2,3,3,3,2,4,2,3,3,5,1,3,4,2,4,3,3,5,3,3,4,3,4,4,3,4,3,5,3,3,1,3,2,5,17,US,1,2,2,5,5
17073,4,3,4,4,3,4,3,2,3,2,3,3,4,4,3,2,4,3,3,1,4,4,2,4,2,4,2,5,2,4,3,2,2,2,3,1,3,3,3,4,3,4,3,4,2,3,1,4,2,3,17,US,1,1,1,3,5
17074,2,4,5,3,5,1,4,2,4,4,2,3,4,4,3,2,3,3,4,2,3,4,2,5,2,4,2,4,2,5,4,2,2,5,3,1,4,5,3,4,5,4,3,4,2,3,2,4,4,5,16,US,1,1,2,3,5
17075,4,5,5,1,4,1,4,1,5,5,4,5,2,5,1,4,1,4,1,5,5,2,2,5,2,5,1,5,4,2,1,1,3,2,3,1,1,2,1,1,4,5,2,3,1,5,1,5,2,5,21,IN,2,1,1,4,1
17076,1,5,5,1,5,1,5,1,5,5,4,5,3,5,1,3,1,4,2,5,4,4,2,5,2,5,1,4,2,4,3,1,5,3,4,1,1,1,1,1,5,5,1,5,1,4,1,5,5,5,50,US,1,2,1,3,5
17077,1,5,5,2,5,1,5,2,5,5,3,2,4,5,4,2,5,2,3,2,4,4,1,4,2,5,3,5,3,5,5,4,3,5,3,3,5,4,4,4,2,3,4,3,3,4,2,3,1,1,16,US,1,2,1,13,5
17078,2,2,3,3,2,4,2,4,2,1,4,5,2,4,2,4,2,5,1,5,1,4,3,3,4,2,2,1,4,1,3,2,3,4,3,3,2,4,3,5,3,5,1,4,1,4,1,4,3,4,22,US,1,2,1,3,1
17079,4,2,4,2,3,1,5,1,3,1,3,3,2,3,3,3,2,2,4,3,2,2,4,4,3,5,3,3,3,1,5,2,3,4,2,2,5,3,2,3,1,2,3,2,2,1,2,3,1,3,17,US,1,2,1,13,1
17080,1,5,4,2,4,3,2,2,4,2,4,4,1,5,2,4,1,4,1,4,4,1,2,5,1,5,1,5,1,5,3,1,2,4,3,2,2,3,1,3,5,4,1,3,2,4,3,4,4,3,50,US,1,1,1,3,2
17081,5,5,5,1,4,2,3,1,3,4,4,4,4,5,3,4,1,4,1,4,3,2,1,5,1,5,3,5,2,5,3,1,5,3,1,2,1,1,1,1,4,3,2,4,1,1,1,4,3,3,18,US,2,1,1,13,5
17082,3,4,3,3,3,3,3,3,3,4,5,3,1,5,1,4,1,5,3,5,2,4,4,4,4,4,5,2,5,5,1,1,3,2,5,2,1,2,1,1,3,4,2,5,2,4,1,4,4,4,13,US,1,1,1,9,5
17083,4,3,4,1,3,3,4,3,4,3,3,3,4,4,3,3,4,4,3,2,2,5,4,2,3,3,3,2,4,2,4,3,3,4,3,2,3,4,2,2,4,4,3,4,2,3,1,4,3,5,23,MX,2,1,1,13,1
17084,4,4,4,1,2,4,4,4,4,2,4,3,2,4,1,4,1,3,1,3,1,4,4,4,5,4,4,3,4,2,2,4,5,1,1,2,1,2,1,1,4,4,2,5,2,4,1,5,1,2,25,IN,1,1,1,11,1
17085,1,3,5,1,5,1,5,1,5,5,4,3,5,4,3,3,4,3,2,4,1,4,3,4,5,3,3,3,4,3,4,4,4,5,1,4,4,5,5,3,5,4,2,5,1,4,2,4,4,5,18,US,2,1,1,11,2
17086,4,4,2,4,4,2,5,4,4,4,4,4,1,4,2,4,1,5,1,4,2,4,3,3,4,3,3,1,4,2,5,4,2,5,2,4,4,4,4,4,3,3,2,3,3,4,3,4,2,4,17,US,1,2,1,3,1
17087,4,3,4,2,3,4,2,3,3,2,4,3,5,4,3,2,5,2,4,3,2,3,3,4,4,3,4,3,4,2,3,4,5,4,3,2,3,1,1,2,3,5,4,5,4,4,2,3,3,5,21,BR,2,2,1,3,1
17088,2,3,3,2,2,3,3,3,2,3,4,3,3,3,2,2,2,4,3,2,2,5,4,2,3,2,4,2,4,4,2,2,4,4,3,4,2,2,2,2,4,4,1,5,1,4,1,4,3,4,17,US,1,1,1,3,2
17089,1,3,4,2,5,1,5,3,4,5,4,3,2,5,3,2,1,5,3,5,1,5,5,1,5,1,4,1,5,1,5,5,1,5,1,5,4,5,5,5,4,5,3,5,2,3,2,4,4,4,15,US,1,2,1,6,1
17090,2,5,5,1,4,5,2,1,4,2,1,1,5,5,4,1,4,3,5,1,5,1,1,5,2,5,1,5,2,5,1,1,5,1,5,1,1,1,1,1,5,5,1,5,1,5,1,5,3,4,23,MY,1,2,1,11,1
17091,2,4,4,2,3,4,4,4,4,4,3,3,3,4,3,2,4,4,3,4,4,5,4,5,3,4,3,5,1,4,3,2,4,4,3,4,2,3,3,2,3,3,2,5,3,4,1,2,3,4,17,US,2,2,1,13,2
17092,1,3,3,1,4,3,4,2,5,5,5,5,2,5,1,2,1,5,3,5,3,5,2,2,1,2,1,4,1,5,5,5,4,5,1,5,5,4,4,5,5,5,1,5,1,5,1,5,5,5,19,US,1,2,1,3,5
17093,3,3,4,4,3,4,3,2,4,3,4,3,2,5,2,3,2,4,3,3,3,4,2,4,2,3,2,3,4,3,4,2,3,4,3,3,3,5,4,4,2,3,4,2,4,3,4,3,1,3,17,US,1,2,1,5,5
17094,5,3,3,1,5,2,5,1,4,4,2,3,2,4,3,1,4,5,3,4,2,5,5,2,4,3,3,1,1,2,4,4,2,5,1,3,4,5,3,3,4,5,2,4,2,5,1,4,3,5,17,US,1,1,1,3,5
17095,3,3,3,5,3,5,1,4,4,3,4,4,4,4,4,1,3,3,3,1,3,4,3,3,3,3,3,4,3,4,3,4,3,5,2,3,2,3,3,3,4,2,3,4,3,4,2,3,3,4,20,US,1,1,1,3,1
17096,1,5,5,1,4,1,4,2,3,4,2,4,4,5,2,2,2,1,1,2,3,2,3,4,1,4,3,4,4,3,2,2,4,4,2,1,2,3,1,1,5,4,2,4,2,4,2,4,5,4,22,US,1,2,1,3,5
17097,1,2,2,4,4,4,3,2,2,4,4,4,3,5,1,5,2,4,1,3,2,4,2,3,3,5,2,2,3,2,1,1,5,1,5,1,1,2,1,1,5,5,1,5,1,5,1,5,5,5,38,US,1,1,1,3,1
17098,1,2,5,2,5,2,5,2,4,5,5,5,2,5,2,5,3,5,1,5,1,5,2,2,5,2,3,1,4,1,5,3,4,5,2,5,4,5,4,5,5,3,5,5,5,3,4,2,5,5,31,US,1,2,1,3,1
17099,1,3,4,2,4,2,4,2,4,4,5,4,1,4,1,5,2,5,1,4,4,2,2,4,2,4,1,4,2,4,4,3,3,5,2,3,3,3,2,3,5,3,2,4,2,4,2,4,4,4,17,US,2,2,1,3,1
17100,3,3,4,3,3,3,3,3,4,4,5,4,1,5,1,4,1,4,4,5,4,3,3,5,3,4,3,4,4,5,2,1,5,2,1,1,2,1,1,3,3,4,3,3,3,4,1,4,2,2,17,US,1,1,1,3,1
17101,1,4,5,3,4,1,5,1,5,5,3,3,3,5,3,4,3,4,3,3,5,1,1,5,1,5,1,5,1,5,3,1,2,5,3,3,3,3,4,3,4,5,1,5,1,5,1,5,5,4,17,US,2,2,1,3,1
17102,1,5,5,1,5,1,5,1,4,5,4,4,3,5,1,4,1,5,2,3,4,2,2,5,3,4,3,4,3,5,2,1,5,4,4,3,3,3,1,2,4,5,1,5,1,5,1,4,3,5,17,US,1,2,1,3,1
17103,4,4,3,2,3,3,5,2,3,3,3,3,2,4,2,2,2,2,2,2,5,2,1,4,1,4,2,5,3,4,2,2,4,3,2,3,3,4,2,3,3,4,3,3,2,4,2,3,2,4,16,US,1,1,1,3,1
17104,3,2,4,4,4,2,3,3,3,5,4,3,2,4,2,3,3,3,3,1,4,3,1,4,1,5,1,5,4,4,3,1,4,4,2,2,2,4,1,2,3,4,3,3,2,3,3,4,3,4,17,US,1,2,1,1,1
17105,5,3,3,5,3,3,2,4,3,2,5,4,4,5,4,1,5,5,3,1,4,3,1,3,1,5,1,5,3,4,5,3,1,5,2,3,2,5,5,5,4,5,1,5,3,4,3,5,4,1,16,US,1,2,2,13,1
17106,1,5,5,5,1,5,1,1,5,1,3,5,1,5,3,3,5,5,3,5,5,5,1,5,1,5,1,5,5,5,1,1,5,5,5,5,1,1,1,5,2,5,1,1,5,5,5,5,2,1,17,US,1,1,1,3,1
17107,1,4,5,1,4,3,1,1,4,1,3,3,4,4,2,2,2,3,3,1,5,4,2,4,2,5,2,5,4,2,5,2,4,5,3,4,1,3,2,4,4,5,2,5,1,5,1,3,3,4,16,US,1,1,1,3,1
17108,1,1,3,1,4,3,5,2,4,3,5,3,1,5,2,3,2,5,3,4,3,2,2,3,3,4,3,3,3,2,5,1,3,5,1,4,5,2,2,3,3,3,3,3,2,4,2,5,3,4,17,US,1,2,1,3,1
17109,1,4,4,1,5,1,5,1,3,4,3,2,4,4,4,1,4,2,2,2,3,4,3,3,3,2,4,2,3,3,4,1,4,3,2,2,2,2,2,2,3,3,3,3,3,2,2,3,2,2,17,US,1,2,1,3,5
17110,2,3,5,3,4,1,5,2,3,4,4,2,4,3,3,1,4,3,3,3,3,5,4,3,5,1,3,3,3,3,5,3,1,5,3,5,5,5,4,5,2,2,5,2,4,3,3,3,1,2,16,US,1,2,1,5,5
17111,1,4,4,1,4,4,5,1,4,4,4,4,1,4,2,5,1,5,3,5,2,3,2,4,3,4,2,4,3,2,4,2,3,5,1,2,3,4,3,4,3,3,2,4,3,3,2,5,3,4,17,US,1,2,1,5,5
17112,2,4,4,4,3,2,4,2,4,4,2,3,4,4,3,3,3,3,3,2,5,2,1,5,1,5,1,5,1,5,3,2,5,2,4,2,3,4,3,3,5,5,2,5,2,5,1,5,5,4,16,US,1,1,1,1,5
17113,3,4,3,2,3,2,4,3,4,4,3,3,2,3,2,3,2,4,3,4,5,4,3,5,2,4,3,4,4,4,3,2,4,3,2,2,2,2,2,2,4,3,3,4,3,3,3,2,3,3,16,US,1,1,1,3,5
17114,5,3,3,1,5,1,5,3,4,4,2,5,3,3,3,1,2,2,3,3,3,5,5,2,5,1,3,2,5,1,4,5,4,5,5,3,5,5,4,4,2,3,1,4,4,3,2,2,1,3,18,US,1,2,1,3,5
17115,3,3,2,3,3,5,4,4,3,4,2,3,1,3,3,3,3,4,3,3,3,3,3,3,3,5,2,5,3,3,5,2,3,3,3,4,3,4,4,5,4,3,3,3,3,3,3,3,3,4,17,US,1,2,1,13,5
17116,2,5,5,3,5,2,5,3,5,5,3,5,5,3,4,4,5,4,4,5,5,4,4,4,4,5,4,5,4,2,5,4,3,5,2,5,5,5,5,5,3,5,4,5,4,4,3,5,3,5,21,US,2,2,1,11,5
17117,5,3,4,2,4,3,3,2,3,3,4,4,1,4,2,2,3,2,3,4,3,5,3,4,3,3,1,3,3,4,2,1,5,3,1,1,1,1,1,1,2,4,3,3,3,4,2,3,2,2,16,US,1,1,1,5,5
17118,1,5,3,1,5,1,5,3,3,5,1,5,5,5,5,1,5,5,3,1,3,5,5,2,3,1,3,3,2,5,5,5,1,5,1,4,5,5,5,5,5,5,1,5,1,5,1,5,5,5,17,NO,2,2,1,3,1
17119,1,3,5,1,5,2,4,1,4,4,3,5,2,5,2,4,1,5,2,4,3,4,2,4,2,4,1,5,4,3,4,1,4,3,2,4,2,3,1,3,3,5,2,5,1,4,1,5,3,4,20,US,1,2,1,3,5
17120,2,5,3,3,4,2,4,3,3,5,3,5,2,3,2,4,1,4,3,4,1,5,4,1,3,3,2,2,3,1,4,4,4,4,4,3,4,2,1,3,3,3,1,4,1,4,1,3,1,4,28,BR,2,2,1,13,2
17121,5,4,3,4,3,4,4,4,3,4,3,3,4,3,2,1,3,4,2,2,2,4,3,3,5,2,4,3,2,3,3,1,2,2,3,1,2,3,1,4,5,5,1,4,4,5,2,4,4,4,18,US,1,1,1,8,5
17122,1,3,5,5,2,1,1,4,5,2,5,4,1,5,1,4,2,5,3,5,1,4,4,1,3,3,1,1,3,4,3,5,1,4,4,5,4,5,5,5,5,5,1,5,1,5,5,5,4,5,20,GR,2,1,1,3,1
17123,1,2,4,4,4,2,4,2,4,4,1,3,5,2,5,1,5,4,4,1,1,5,5,3,5,1,5,1,5,4,5,1,5,5,1,3,3,3,3,3,3,3,5,5,5,1,1,2,2,3,19,US,1,1,1,6,5
17124,4,2,2,4,2,4,1,4,3,1,2,1,1,2,1,3,1,5,3,1,1,3,3,1,3,2,3,1,3,1,5,5,4,5,3,4,4,3,1,5,3,1,5,5,3,3,1,1,1,5,13,GB,1,1,3,3,1
17125,1,4,4,1,5,1,5,1,4,5,4,3,1,5,1,4,1,5,2,3,3,2,4,4,4,3,4,4,5,1,5,5,3,5,1,3,4,2,2,3,4,4,2,4,1,4,1,3,3,5,23,NO,2,2,1,3,2
17126,4,2,3,3,2,3,3,2,3,1,5,3,2,4,1,3,3,3,1,3,2,3,3,5,2,3,3,3,1,3,1,1,5,1,1,3,1,1,1,2,1,5,4,5,1,3,1,5,3,3,15,US,1,1,1,5,1
17127,3,5,5,4,3,4,2,2,4,3,2,3,3,2,3,2,3,2,1,3,5,1,1,5,1,5,1,5,2,4,5,2,4,4,2,4,3,4,3,4,2,4,1,4,2,4,2,5,2,3,15,US,1,1,1,13,5
17128,4,3,5,4,2,4,3,1,3,1,2,3,2,3,4,3,1,3,1,2,3,3,2,4,2,3,2,3,2,3,4,4,5,4,3,2,5,5,3,5,4,5,1,3,2,5,3,5,5,5,16,US,1,1,1,13,5
17129,2,5,5,4,5,1,5,3,5,5,4,4,3,5,2,3,5,4,4,3,1,5,5,5,4,2,4,1,3,1,2,4,5,5,3,3,4,3,2,4,2,3,4,3,3,4,3,4,1,5,23,US,2,2,1,13,5
17130,1,4,4,1,5,1,5,1,4,4,3,4,1,4,2,2,4,5,2,4,3,4,3,3,4,3,2,2,2,4,4,2,4,4,4,4,4,2,1,4,4,4,2,5,2,4,1,4,2,4,16,US,1,2,1,3,1
17131,1,4,5,1,3,2,4,1,4,4,3,3,2,4,2,3,2,4,2,2,3,3,2,4,3,4,2,3,3,4,1,1,5,2,3,3,1,3,2,2,4,4,2,4,1,4,3,3,2,4,36,GB,1,1,2,3,2
17132,3,4,3,1,4,1,5,1,4,2,2,3,1,2,4,1,5,3,3,2,1,5,5,1,5,3,5,1,5,1,1,2,4,2,2,4,5,5,5,5,2,5,1,5,1,4,1,4,3,5,19,US,1,2,1,13,2
17133,5,5,4,5,5,2,5,2,5,5,3,2,5,4,4,3,5,3,5,3,1,3,1,2,3,5,1,1,1,4,3,3,5,4,5,5,4,2,2,4,4,5,4,5,4,5,2,5,5,3,21,US,1,2,2,12,2
17134,1,4,5,1,5,1,4,1,5,5,4,4,1,4,1,4,1,5,1,5,1,2,2,2,3,4,2,4,4,2,3,3,4,2,2,1,1,1,1,1,4,4,2,3,4,4,2,3,2,5,55,AU,1,2,1,3,1
17135,1,4,5,1,5,2,4,1,2,5,1,2,5,1,2,1,5,3,5,1,2,4,1,2,2,5,1,1,4,1,2,1,5,3,3,1,1,4,2,2,2,5,3,5,2,5,1,2,1,5,34,GB,1,2,1,3,1
17136,3,3,3,3,3,1,4,3,3,3,5,3,2,5,1,3,4,5,3,4,1,4,3,2,3,3,3,1,5,4,3,3,3,5,3,5,5,4,3,5,5,5,2,4,2,5,1,5,5,5,22,US,1,2,1,3,2
17137,3,4,4,2,4,2,4,2,3,4,2,3,4,4,4,3,4,2,3,2,3,2,3,3,2,4,2,4,2,4,4,4,2,4,2,3,3,4,4,4,4,4,2,4,2,4,2,4,4,4,19,PL,2,2,1,3,1
17138,1,3,5,1,5,2,5,1,4,5,3,2,2,4,2,4,3,2,4,3,3,2,3,5,4,5,1,3,2,5,3,5,4,4,2,4,1,5,5,1,3,5,1,5,1,3,1,5,4,5,18,MU,1,1,1,12,1
17139,1,4,5,1,4,2,4,1,5,5,4,3,2,3,1,2,3,2,1,2,4,2,2,4,2,5,2,4,4,4,2,2,4,4,4,2,1,2,2,1,4,5,1,5,1,5,1,5,3,3,54,US,1,2,1,3,2
17140,2,4,4,1,4,2,5,2,4,4,3,3,5,3,2,1,4,2,2,2,3,2,2,4,3,4,1,3,3,3,1,1,5,3,5,2,2,2,1,2,2,3,3,4,3,3,3,4,2,2,53,GB,1,2,1,3,1
17141,1,2,5,3,4,4,5,3,4,5,4,3,2,5,2,1,2,5,3,3,3,3,5,3,3,3,3,4,4,2,5,5,3,5,1,1,5,5,5,5,3,3,3,3,3,4,2,3,3,5,25,NO,2,2,1,3,2
17142,2,4,5,2,4,3,4,1,4,4,3,4,4,5,2,3,1,4,2,4,3,3,2,4,2,4,2,3,3,3,3,2,4,3,4,2,2,2,1,2,5,4,2,5,1,4,1,4,4,4,21,US,1,2,1,3,2
17143,1,5,5,1,5,1,5,1,4,5,3,3,1,5,1,3,2,3,1,4,3,3,3,5,2,4,2,3,2,2,1,3,3,4,3,1,1,2,1,1,5,5,1,5,1,4,1,5,3,5,39,RO,2,2,1,3,2
17144,1,4,5,1,5,1,4,1,5,5,4,4,3,4,3,4,4,4,1,5,2,4,2,5,3,5,2,4,4,2,4,5,4,4,1,1,4,4,4,4,5,5,1,5,1,4,1,5,4,4,29,BE,2,2,1,3,5
17145,1,5,5,1,5,1,5,1,5,1,1,5,5,5,1,2,1,5,4,5,3,3,1,2,2,5,1,5,1,3,5,5,1,5,2,5,3,3,3,1,5,5,1,4,1,5,1,3,5,5,17,US,1,2,2,3,1
17146,1,5,5,1,5,1,5,1,5,5,4,5,1,5,1,5,5,1,1,5,5,5,5,5,3,1,5,1,3,5,1,1,4,1,5,5,1,1,1,1,3,5,5,5,5,5,1,5,5,5,43,JM,1,1,1,13,1
17147,1,4,4,2,5,2,4,2,4,5,4,5,1,4,1,4,1,5,2,4,4,5,4,2,4,2,2,3,5,2,2,3,4,5,3,2,2,2,2,4,5,4,1,2,2,4,4,4,5,4,17,US,1,2,1,3,1
17148,2,4,5,4,4,1,4,5,4,4,3,3,2,3,2,5,1,3,3,2,3,3,1,4,2,4,2,4,3,4,4,3,3,4,4,4,2,2,2,3,4,2,4,2,3,3,4,2,2,4,18,CA,1,2,1,3,2
17149,1,5,5,1,5,1,5,1,5,5,3,4,2,5,2,5,1,5,2,5,1,4,4,3,4,3,3,3,5,2,3,3,3,4,3,2,2,3,2,2,3,3,2,4,2,3,3,4,3,5,18,US,1,2,2,3,2
17150,1,5,1,1,4,1,3,1,3,4,5,5,2,4,1,1,1,3,1,5,1,2,2,5,3,4,3,4,1,3,2,1,3,3,3,3,3,3,3,3,3,4,3,4,1,4,1,4,1,3,22,IN,2,1,1,4,5
17151,4,4,5,4,5,2,5,1,5,5,4,5,1,5,2,4,1,5,1,4,4,3,1,5,1,5,1,5,2,5,4,1,4,5,5,3,3,2,1,4,5,5,1,5,1,3,1,4,3,4,62,AU,1,2,1,3,1
17152,2,2,4,2,3,2,2,1,4,2,4,4,4,4,3,2,2,4,2,4,3,3,3,2,3,4,2,4,3,3,2,1,3,1,4,4,2,1,1,2,5,5,1,5,2,5,1,5,5,5,22,CA,1,2,1,3,1
17153,4,4,4,2,4,2,4,3,5,4,4,3,2,4,2,2,1,4,3,4,4,4,4,4,2,4,2,4,3,3,3,3,4,4,3,4,3,4,3,3,2,4,3,4,4,3,2,4,2,3,18,US,1,2,1,3,5
17154,4,3,2,2,3,4,4,4,4,4,4,5,4,4,3,5,2,5,2,4,4,4,5,3,3,3,4,2,4,4,4,5,3,4,2,3,4,4,4,4,2,4,2,2,3,4,4,4,2,4,19,US,2,1,1,11,5
17155,5,5,5,1,5,1,5,1,5,5,4,4,2,5,1,4,4,5,2,5,4,3,2,5,3,5,2,4,3,4,2,1,5,3,5,1,1,1,2,1,4,5,1,5,1,5,1,4,5,5,21,US,1,2,1,3,5
17156,1,3,5,2,5,1,4,1,5,5,3,5,3,3,4,4,5,2,3,2,3,5,2,3,4,3,3,3,5,2,5,1,4,4,2,5,2,3,2,4,3,5,3,5,2,3,1,4,3,5,18,US,1,2,1,6,5
17157,4,2,3,1,4,2,4,2,4,3,4,4,2,4,2,3,1,3,3,4,3,4,2,3,3,3,1,3,2,3,2,2,3,4,3,2,3,2,2,3,3,4,2,3,3,4,3,3,2,4,19,US,2,2,1,13,5
17158,1,3,4,2,4,2,4,1,4,3,2,3,2,4,2,1,2,3,3,2,3,4,3,3,3,2,2,4,3,2,2,1,2,4,3,3,3,4,1,4,3,3,2,2,2,3,3,4,3,3,21,US,1,1,1,3,5
17159,1,4,5,1,5,3,5,2,5,5,4,4,4,3,2,2,5,3,3,2,4,5,3,3,2,3,2,1,3,5,5,1,3,4,5,4,5,4,3,4,3,3,3,3,1,4,2,2,2,4,20,US,1,2,2,1,5
17160,5,5,5,1,5,1,5,1,5,5,4,4,2,5,3,2,3,4,2,5,2,5,5,2,4,2,3,2,2,3,5,5,1,5,5,5,5,3,3,5,3,4,2,5,1,4,1,4,3,5,17,US,1,2,1,3,1
17161,3,3,3,1,3,4,4,3,4,4,3,2,3,3,2,2,2,2,3,3,1,4,5,2,5,1,4,1,5,2,1,5,5,3,5,1,1,3,1,1,1,2,3,5,3,3,1,2,1,3,17,US,1,1,1,13,1
17162,5,4,4,3,4,2,4,3,4,5,4,3,4,3,4,3,3,3,3,5,4,4,1,3,3,5,2,3,3,3,2,4,5,3,3,3,4,4,3,5,3,4,5,3,3,4,3,4,3,5,21,US,2,1,1,13,1
17163,2,4,4,3,4,2,4,2,4,4,4,3,2,3,3,4,2,5,2,5,3,4,3,4,3,4,3,4,3,3,4,2,3,5,3,4,4,3,3,4,3,2,3,3,3,2,2,3,2,5,21,US,1,2,1,3,5
17164,2,5,3,1,4,3,4,2,4,4,4,3,2,3,3,2,2,4,4,4,2,5,4,3,4,1,4,1,5,1,4,4,3,5,2,4,2,4,4,3,4,4,1,4,1,4,2,4,4,5,35,BR,2,1,1,3,1
17165,4,3,4,3,4,2,4,2,4,4,4,3,2,4,2,3,2,5,2,4,4,3,3,4,3,3,2,4,3,2,4,3,3,4,3,3,3,3,3,3,3,3,3,3,2,3,3,3,3,3,21,US,1,2,1,3,5
17166,1,4,4,1,4,2,5,2,5,4,2,4,5,4,3,2,4,4,2,1,1,4,5,2,4,2,5,1,5,1,1,1,5,2,2,3,2,1,1,2,4,4,1,5,1,4,1,4,4,5,20,US,1,1,3,3,2
17167,3,4,4,4,2,1,2,4,3,2,3,4,2,4,3,3,5,1,3,2,4,1,1,5,1,5,1,5,2,5,3,3,3,2,3,3,2,3,3,3,4,4,1,5,1,5,3,4,5,5,20,US,1,2,1,1,5
17168,2,4,4,2,4,2,4,3,3,4,5,3,5,4,2,4,2,4,2,4,3,2,3,4,4,5,2,4,3,4,2,4,4,2,5,2,1,2,4,2,4,4,2,4,2,4,2,4,3,4,24,NL,2,1,1,11,2
17169,4,2,4,4,3,4,2,4,4,1,2,2,5,2,4,1,5,4,5,1,2,5,5,1,5,2,5,1,5,1,4,5,1,4,1,4,4,4,5,5,2,4,4,4,4,5,2,4,2,5,48,US,1,1,2,3,5
17170,1,5,5,1,5,1,5,1,4,5,4,3,3,5,2,5,2,4,2,3,3,4,3,3,2,4,2,2,3,3,5,3,2,5,2,3,2,2,2,3,5,4,2,4,1,4,2,5,5,5,26,US,1,1,1,9,5
17171,4,4,4,1,4,3,4,3,4,4,2,1,1,3,1,1,1,4,3,3,1,4,4,4,3,4,3,3,2,4,5,3,3,4,3,5,3,5,5,4,3,3,1,3,1,3,2,2,1,5,26,FI,2,2,1,13,2
17172,3,3,3,2,3,3,3,2,3,3,2,3,1,4,2,2,4,2,3,1,3,4,5,2,4,1,4,2,3,4,4,4,4,4,2,2,3,3,4,3,4,3,4,5,2,4,2,2,4,3,21,PE,2,2,1,1,1
17173,1,2,3,3,3,1,2,3,3,5,4,3,2,4,4,1,3,1,3,1,3,5,1,5,1,3,1,4,2,5,3,3,3,4,2,3,3,5,5,5,2,4,3,4,3,4,1,3,3,4,15,US,1,2,1,3,1
17174,2,4,4,1,4,2,2,2,4,4,4,4,2,4,1,1,2,3,3,4,4,3,2,4,3,4,2,3,3,4,3,2,4,4,2,2,2,2,2,2,4,4,1,2,3,4,2,4,4,5,20,US,1,1,1,3,5
17175,1,3,4,3,4,1,3,1,4,2,3,2,4,3,2,1,4,3,1,4,3,3,2,4,2,5,2,5,3,3,3,2,3,4,4,2,4,2,2,3,5,4,1,5,1,3,1,4,5,5,52,US,1,1,1,1,1
17176,1,4,5,1,5,1,5,1,5,5,5,4,4,5,3,1,3,4,3,4,2,5,2,3,4,4,5,4,5,3,5,3,2,5,2,1,4,4,2,3,4,4,1,5,3,5,1,3,3,4,15,CA,1,2,1,5,1
17177,1,3,4,3,5,5,5,2,5,5,4,4,4,4,4,2,2,4,5,5,2,5,3,3,5,2,2,2,4,4,5,5,2,5,1,5,5,5,5,5,2,5,3,5,2,4,5,5,2,2,18,US,1,1,1,3,5
17178,2,3,4,2,4,2,4,2,4,4,4,4,2,4,2,3,2,4,3,4,2,3,2,4,3,4,3,2,3,3,3,2,3,3,2,3,2,3,2,2,3,3,3,3,2,3,4,3,3,2,18,US,1,2,1,0,1
17179,2,3,4,3,4,2,2,2,4,4,3,4,2,5,1,4,3,3,1,3,2,2,4,4,2,4,3,2,3,4,3,2,2,4,2,2,3,3,2,3,5,3,2,4,3,3,4,4,5,3,16,GB,1,2,1,13,1
17180,4,3,5,1,3,2,3,1,3,4,4,3,3,3,1,3,1,2,1,3,4,4,1,4,2,4,1,4,2,5,1,1,5,2,5,2,2,1,1,2,4,3,2,3,3,4,2,5,2,4,31,GB,1,2,1,3,1
